,id,host_response_rate,accommodates,bathrooms,minimum_nights,availability_365,number_of_reviews,review_scores_rating,price,security_deposit,TV,Internet,Wifi,Heating,Air Conditioning,Cooking,Free Parking,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60,prpt_Apartment,prpt_Bed and breakfast,prpt_Boutique hotel,prpt_Condominium,prpt_Guest suite,prpt_House,prpt_Loft,prpt_Serviced apartment,prpt_Townhouse,prpt_others,distance_ts,price_label,rating_label,price_rating_label,group_label,predict_label
727,552141,90.0,3,1,1,0,37,89.0,300.0,300.0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.578010031673556,0,1,01,1,1
769,593320,100.0,3,1,5,72,153,89.0,55.0,250.0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.837808082508824,1,1,11,3,3
770,594020,100.0,4,1,5,59,137,89.0,55.0,250.0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.806721412534776,1,1,11,3,3
773,596391,50.0,2,1,4,0,10,86.0,229.0,300.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.150221323728851,0,1,01,1,1
779,604401,100.0,1,1,31,313,6,100.0,41.0,150.0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.722939633873136,1,0,10,2,2
789,613818,100.0,2,1,7,296,87,86.0,35.0,100.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12.76150871177204,1,1,11,3,3
801,639781,33.0,3,1,6,4,1,100.0,200.0,200.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.90928881197128,0,0,00,0,0
808,644833,100.0,10,2,5,272,103,89.0,410.0,500.0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.737528831510675,0,1,01,1,1
813,648246,80.0,4,1,1,157,38,90.0,195.0,0.0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.386921767072295,0,1,01,1,1
820,657727,100.0,2,1,1,222,94,91.0,197.0,100.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.5714140933424683,0,1,01,1,1
825,665394,100.0,2,1,2,0,18,100.0,220.0,250.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4253418409580266,0,0,00,0,0
827,666613,100.0,4,1,4,46,70,88.0,199.0,349.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.619245026566937,0,1,01,1,1
838,676257,100.0,1,0,5,296,39,91.0,65.0,300.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0053918069668604,1,1,11,3,1
839,678663,100.0,1,1,5,332,1,80.0,60.0,200.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.11720259889464,1,1,11,3,2
842,680225,100.0,1,1,2,0,1,100.0,65.0,300.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8.107246021995545,1,0,10,2,2
852,687794,40.0,3,1,6,327,25,91.0,250.0,1000.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0188116802266456,0,1,01,1,1
867,698514,75.0,1,1,90,163,5,100.0,220.0,2000.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.438900936402669,0,0,00,0,0
868,699598,100.0,4,1,7,249,7,88.0,310.0,650.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.522008094355816,0,1,01,1,1
875,706347,100.0,2,1,3,274,2,100.0,69.0,150.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.2362347977835215,1,0,10,2,2
899,726422,100.0,5,2,4,97,7,100.0,50.0,300.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.041035967694107,1,0,10,2,0
900,726692,100.0,5,2,7,71,1,60.0,210.0,200.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0395448084264185,0,1,01,1,0
907,738588,100.0,16,5,4,307,1,100.0,625.0,800.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,19.74421674269722,0,0,00,0,0
909,739242,100.0,3,1,30,363,8,100.0,185.0,1000.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.3525537757623627,0,0,00,0,0
912,742026,100.0,3,1,7,179,58,88.0,199.0,250.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.102157470596917,0,1,01,1,1
923,749108,100.0,11,2,3,14,11,100.0,500.0,500.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.562543143022738,0,0,00,0,0
932,755528,98.0,3,1,2,222,170,90.0,49.0,0.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14.722670837514093,1,1,11,3,3
972,780006,100.0,2,1,3,249,97,85.0,45.0,100.0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9.263711490890753,1,1,11,3,3
987,787941,100.0,5,2,3,85,109,91.0,299.0,250.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.379288112268225,0,1,01,1,1
988,788005,100.0,4,1,4,124,9,100.0,195.0,200.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.23216947648588,0,0,00,0,0
990,790767,100.0,2,1,8,232,1,100.0,230.0,1000.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.3588353224752114,0,0,00,0,0
992,791452,89.0,2,1,1,355,18,89.0,60.0,300.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15.807630973947509,1,1,11,3,3
1003,799945,100.0,1,2,8,289,28,100.0,40.0,250.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.203703950732015,1,0,10,2,3
1004,800051,100.0,6,2,10,64,6,100.0,200.0,300.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.357971362456219,0,0,00,0,0
1013,806038,100.0,2,1,3,266,87,87.0,45.0,100.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9.37563885238137,1,1,11,3,3
1014,806040,100.0,2,1,3,244,119,85.0,45.0,100.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.461059476648693,1,1,11,3,3
1017,808618,100.0,2,1,3,365,8,90.0,60.0,100.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14.237735389421847,1,1,11,3,3
1035,818481,100.0,2,1,2,154,55,88.0,55.0,0.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.5441880484311215,1,1,11,3,3
1038,819228,100.0,2,1,2,66,25,91.0,52.0,0.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.418051996829357,1,1,11,3,3
1041,819893,100.0,1,1,2,71,32,89.0,57.0,0.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.4753209681035635,1,1,11,3,3
1048,821266,100.0,5,1,2,339,55,100.0,390.0,750.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5911540926177907,0,0,00,0,1
1056,826764,100.0,1,1,30,105,1,100.0,65.0,1000.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.62942529898404,1,0,10,2,2
1064,833519,70.0,2,1,15,365,4,45.0,40.0,300.0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11.189530640398779,1,1,11,3,3
1083,848707,88.0,2,1,2,365,17,90.0,60.0,200.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14.649833829269312,1,1,11,3,3
1085,848722,88.0,2,1,2,337,34,91.0,56.0,100.0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14.62553240035673,1,1,11,3,3
1090,850517,94.0,8,2,3,353,36,89.0,289.0,800.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10.083018296823896,0,1,01,1,1
1100,856918,100.0,3,0,2,259,11,90.0,62.0,200.0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.422417736432534,1,1,11,3,2
1119,876565,100.0,2,2,1,81,96,90.0,62.0,100.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.48199438300222,1,1,11,3,3
1121,878142,100.0,2,1,4,0,4,100.0,200.0,0.0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.882167054115219,0,0,00,0,0
1127,883209,100.0,1,1,3,365,15,87.0,50.0,0.0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.344415223565019,1,1,11,3,3
1133,890839,100.0,6,2,2,362,6,87.0,295.0,1250.0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.952658429407496,0,1,01,1,0
1139,898534,100.0,3,1,6,80,10,89.0,285.0,500.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.715168589365697,0,1,01,1,0
1146,905694,100.0,2,2,7,271,14,100.0,250.0,1200.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.470206004358459,0,0,00,0,0
1158,919978,100.0,6,1,2,306,272,90.0,399.0,200.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.6058848889204318,0,1,01,1,1
1184,949159,100.0,2,1,14,24,2,100.0,69.0,500.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.940801156299587,1,0,10,2,2
1203,976242,71.0,4,1,25,39,35,90.0,200.0,600.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.4288992279367045,0,1,01,1,1
1210,987049,98.0,8,1,1,283,241,83.0,229.0,200.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.370529317546697,0,1,01,1,1
1231,1009883,100.0,4,1,3,30,38,100.0,350.0,500.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.569103797947212,0,0,00,0,0
1237,1025786,100.0,1,1,7,365,8,90.0,44.0,500.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.5111919933965647,1,1,11,3,3
1240,1028263,90.0,1,1,5,215,62,83.0,60.0,100.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2777762104077675,1,1,11,3,3
1243,1030392,90.0,7,2,2,110,32,91.0,289.0,2800.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.280633739931628,0,1,01,1,1
1246,1036498,100.0,1,1,4,273,67,91.0,46.0,150.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.793061916689893,1,1,11,3,3
1251,1041996,100.0,1,1,2,154,3,100.0,40.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.46417356337462,1,0,10,2,2
1254,1045897,100.0,5,1,3,271,162,89.0,195.0,150.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.206782289229611,0,1,01,1,1
1258,1055029,82.0,2,1,1,353,39,91.0,42.0,200.0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.136574075084946,1,1,11,3,3
1264,1063554,100.0,1,1,2,226,4,100.0,60.0,0.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.757912590549102,1,0,10,2,2
1266,1066779,95.0,5,1,1,205,328,89.0,275.0,500.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.128554399729106,0,1,01,1,1
1272,1074155,100.0,3,1,1,258,308,90.0,58.0,0.0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.2179240442411645,1,1,11,3,3
1277,1077375,100.0,3,1,1,335,128,87.0,52.0,200.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.464775268672772,1,1,11,3,3
1284,1084328,38.0,4,1,1,365,9,100.0,375.0,600.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.47371072272992,0,0,00,0,0
1292,1091840,100.0,2,1,2,10,149,90.0,60.0,150.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.594711985100293,1,1,11,3,3
1294,1097816,94.0,16,4,2,311,19,84.0,190.0,500.0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14.044805579503748,0,1,01,1,1
1306,1109826,100.0,1,1,5,73,11,85.0,55.0,0.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.678816938917439,1,1,11,3,3
1318,1121502,50.0,3,1,1,89,62,87.0,60.0,0.0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.272684975598127,1,1,11,3,3
1325,1126944,100.0,8,3,5,0,1,80.0,300.0,250.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.257610736011836,0,1,01,1,0
1332,1134365,100.0,2,1,1,0,6,100.0,200.0,5000.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.504518904182554,0,0,00,0,0
1352,1157036,100.0,2,1,30,365,10,100.0,50.0,0.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.957243672147094,1,0,10,2,3
1356,1165913,100.0,1,1,2,340,12,100.0,65.0,0.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.613080618455796,1,0,10,2,2
1360,1171614,100.0,2,1,7,22,5,100.0,45.0,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.842716547284008,1,0,10,2,2
1362,1171955,100.0,3,1,7,67,6,83.0,275.0,300.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.4785927850726377,0,1,01,1,1
1368,1180157,20.0,1,2,30,360,2,80.0,44.0,1250.0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.260834159715192,1,1,11,3,3
1373,1183620,100.0,7,1,1,271,205,91.0,250.0,450.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.9091334119669625,0,1,01,1,1
1387,1209955,100.0,2,1,1,125,98,90.0,69.0,100.0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.935850474823238,1,1,11,3,3
1395,1221332,100.0,3,1,7,1,7,84.0,53.0,100.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.332445948024707,1,1,11,3,0
1397,1221517,20.0,1,1,30,360,4,90.0,41.0,1150.0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.225212319597384,1,1,11,3,3
1402,1225110,100.0,4,1,7,248,4,87.0,350.0,1000.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.034708172630161,0,1,01,1,1
1408,1238285,100.0,3,1,3,179,13,77.0,59.0,100.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.336257787183317,1,1,11,3,3
1409,1239017,0.0,9,2,2,71,22,90.0,350.0,500.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.737036616886687,0,1,01,1,1
1427,1290605,100.0,5,1,6,0,13,91.0,250.0,400.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12.222786638869724,0,1,01,1,1
1432,1305265,100.0,6,2,2,223,4,100.0,299.0,250.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12.852801502932232,0,0,00,0,0
1445,1322432,100.0,4,1,4,290,5,88.0,225.0,500.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8.827895809714557,0,1,01,1,0
1463,1343532,83.0,2,1,7,182,13,78.0,40.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.990678160443784,1,1,11,3,3
1478,1357021,88.0,4,1,1,281,66,87.0,219.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.6676457220100565,0,1,01,1,1
1480,1360791,100.0,4,2,10,345,89,86.0,40.0,100.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12.10172129378132,1,1,11,3,3
1486,1377478,100.0,3,1,2,37,84,91.0,250.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.222017088211288,0,1,01,1,1
1498,1399448,100.0,5,1,1,234,290,89.0,240.0,200.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.827671988157704,0,1,01,1,1
1517,1442495,100.0,6,2,2,34,11,91.0,300.0,1000.0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9.853882538188524,0,1,01,1,0
1520,1445977,100.0,2,1,10,279,2,100.0,232.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.670694360236178,0,0,00,0,0
1527,1461721,96.0,4,3,1,356,160,76.0,55.0,100.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.691701790625512,1,1,11,3,3
1528,1461822,80.0,2,1,7,0,14,87.0,50.0,100.0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.597634691862767,1,1,11,3,3
1531,1466081,90.0,8,1,1,361,182,88.0,59.0,100.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,19.46294885957619,1,1,11,3,3
1539,1471952,90.0,2,1,1,365,14,89.0,59.0,100.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,19.446687874323192,1,1,11,3,3
1540,1472009,90.0,2,1,1,365,32,89.0,59.0,100.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,19.41808342977821,1,1,11,3,3
1544,1479113,100.0,2,1,1,0,90,88.0,49.0,0.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.894985336202927,1,1,11,3,3
1546,1481907,100.0,9,2,2,121,60,91.0,345.0,100.0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12.593619113201575,0,1,01,1,1
1548,1490223,100.0,2,1,3,41,19,90.0,60.0,0.0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.5859508412223375,1,1,11,3,2
1579,1546518,100.0,8,1,2,220,215,91.0,224.0,500.0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.500182817767051,0,1,01,1,1
1597,1588221,40.0,6,1,5,348,24,89.0,300.0,500.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.741072823330322,0,1,01,1,1
1599,1593444,100.0,1,1,7,56,18,100.0,295.0,100.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.1018295406702947,0,0,00,0,0
1603,1598033,100.0,5,1,30,365,1,100.0,250.0,500.0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.085399786523308,0,0,00,0,0
1604,1600917,90.0,3,1,1,365,8,80.0,59.0,100.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,19.306615208711317,1,1,11,3,3
1606,1606312,100.0,2,2,30,365,12,100.0,200.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.878539154041439,0,0,00,0,0
1608,1608567,0.0,2,1,3,170,4,85.0,185.0,250.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.691473493887801,0,1,01,1,0
1612,1617950,91.0,2,1,2,50,9,91.0,50.0,100.0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.9759870427204635,1,1,11,3,3
1618,1631938,100.0,2,1,2,65,15,89.0,200.0,100.0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.708858623678692,0,1,01,1,3
1628,1646541,25.0,2,1,4,336,66,91.0,65.0,100.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.414488409529978,1,1,11,3,3
1637,1655027,97.0,4,1,1,253,207,90.0,250.0,500.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.6687675256047454,0,1,01,1,1
1646,1664209,67.0,2,1,2,38,4,100.0,245.0,1000.0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.4656048516669316,0,0,00,0,0
1661,1690764,33.0,4,1,3,365,1,80.0,55.0,100.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.611161663325666,1,1,11,3,3
1662,1693028,100.0,2,2,1,364,18,89.0,50.0,100.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.218720545853394,1,1,11,3,3
1663,1693524,100.0,2,1,2,143,7,86.0,50.0,300.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.3627142767830005,1,1,11,3,3
